Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
H.R. 1899,https://www.congress.gov/bill/103rd-congress/house-bill/1899,103rd Congress (1993-1994),"To establish a Gulf of Mexico economic and environmental protection program, and for other purposes.","Laughlin, Greg [Rep.-D-TX-14] (Introduced 04/28/1993)",4/28/1993,"House - Merchant Marine and Fisheries, Public Works and Transportation, Science, Space and Technology",Executive Comment Received from Justice.,8/24/1993,54,,,,,
H.R. 1867,https://www.congress.gov/bill/103rd-congress/house-bill/1867,103rd Congress (1993-1994),"To amend the Federal Insecticide, Fungicide, and Rodenticide Act with respect to public health pesticides.","Dooley, Calvin M. [Rep.-D-CA-20] (Introduced 04/27/1993)",4/27/1993,House - Agriculture,"Executive Comment Requested from EPA, USDA, HHS.",4/29/1993,18,,,,,
H.R. 1845,https://www.congress.gov/bill/103rd-congress/house-bill/1845,103rd Congress (1993-1994),National Biological Survey Act of 1993,"Studds, Gerry E. [Rep.-D-MA-10] (Introduced 04/22/1993)",4/22/1993,"House - Merchant Marine and Fisheries, Natural Resources, Science, Space and Technology | Senate - Environment and Public Works","Referred to the Subcommittee on National Parks, Forests and Public Lands.",7/28/1994,0,,,,,
H.R. 1821,https://www.congress.gov/bill/103rd-congress/house-bill/1821,103rd Congress (1993-1994),"To encourage recycling and composting by promoting the creation of markets for post-consumer materials, by establishing a grant program for recycling research, by requiring a public outreach program to provide information about recycling, by requiring procurement of recycled goods by the Federal Government, and for other purposes.","Hochbrueckner, George J. [Rep.-D-NY-1] (Introduced 04/22/1993)",4/22/1993,"House - Government Operations, Energy and Commerce, Science, Space and Technology",Referred to the Subcommittee on Legislation and National Security.,8/3/1993,18,,,,,
H.R. 1820,https://www.congress.gov/bill/103rd-congress/house-bill/1820,103rd Congress (1993-1994),"To establish an Office of Recycling Research and Information in the Department of Commerce, to require research on the recycling of scrap automotive tires, and for other purposes.","Hochbrueckner, George J. [Rep.-D-NY-1] (Introduced 04/22/1993)",4/22/1993,"House - Energy and Commerce, Science, Space and Technology",Referred to the Subcommittee on Transportation and Hazardous Materials.,4/30/1993,17,,,,,
H.R. 1818,https://www.congress.gov/bill/103rd-congress/house-bill/1818,103rd Congress (1993-1994),"To amend the Solid Waste Disposal Act to require a refund value for certain beverage containers, and to provide resources for State pollution prevention and recycling programs, and for other purposes.","Markey, Edward J. [Rep.-D-MA-7] (Introduced 04/22/1993)",4/22/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,4/30/1993,67,,,,,
H.R. 1810,https://www.congress.gov/bill/103rd-congress/house-bill/1810,103rd Congress (1993-1994),"To amend the Solid Waste Disposal Act to require producers and importers of tires to recycle a certain percentage of scrap tires each year, to require the Administrator of the Environmental Protection Agency to establish a recycling credit system for carrying out such recycling requirement, to establish a management and tracking system for such tires, and for other purposes.","Torres, Estaban Edward [Rep.-D-CA-34] (Introduced 04/22/1993)",4/22/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,5/12/1993,46,,,,,
H.R. 1809,https://www.congress.gov/bill/103rd-congress/house-bill/1809,103rd Congress (1993-1994),"To amend the Solid Waste Disposal Act to require producers and importers of newsprint to recycle a certain percentage of newsprint each year, to require the Administrator of the Environmental Protection Agency to establish a recycling credit system for carrying out such recycling requirement, to establish a management and tracking system for such newsprint, and for other purposes.","Torres, Estaban Edward [Rep.-D-CA-34] (Introduced 04/22/1993)",4/22/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,4/30/1993,44,,,,,
H.R. 1808,https://www.congress.gov/bill/103rd-congress/house-bill/1808,103rd Congress (1993-1994),To amend the Solid Waste Disposal Act to provide management standards and recycling requirements for spent lead-acid batteries.,"Torres, Estaban Edward [Rep.-D-CA-34] (Introduced 04/22/1993)",4/22/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,5/12/1993,45,,,,,
H.R. 1801,https://www.congress.gov/bill/103rd-congress/house-bill/1801,103rd Congress (1993-1994),"To amend the Federal Water Pollution Control Act to establish a National Clean Water Trust Fund and to authorize the Administrator of the Environmental Protection Agency to use amounts in that Fund to carry out projects to restore and recover waters of the United States from damages resulting from violations of that Act, and for other purposes.","Visclosky, Peter J. [Rep.-D-IN-1] (Introduced 04/21/1993)",4/21/1993,House - Public Works and Transportation,See H.R.3948.,3/3/1994,22,,,,,
H.R. 1782,https://www.congress.gov/bill/103rd-congress/house-bill/1782,103rd Congress (1993-1994),"To require the Administrator of the Environmental Protection Agency to apply the hazard ranking system under the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 to areas in the Chesapeake Bay Program in the same manner as such system is applied to areas in the National Estuary Program.","Gilchrest, Wayne T. [Rep.-R-MD-1] (Introduced 04/21/1993)",4/21/1993,"House - Energy and Commerce, Public Works and Transportation",Referred to the Subcommittee on Water Resources and Environment.,5/3/1993,7,,,,,
H.R. 1759,https://www.congress.gov/bill/103rd-congress/house-bill/1759,103rd Congress (1993-1994),"To assist in the restoration of the Chesapeake Bay, and for other purposes.","Cardin, Benjamin L. [Rep.-D-MD-3] (Introduced 04/21/1993)",4/21/1993,"House - Merchant Marine and Fisheries, Public Works and Transportation, Science, Space and Technology",See H.R.4460.,9/28/1994,21,,,,,
H.R. 1740,https://www.congress.gov/bill/103rd-congress/house-bill/1740,103rd Congress (1993-1994),"To amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 to prohibit the use of solid waste as fuel for any incinerator being used for the destruction of polychlorinated biphenyls or other hazardous substances and to require the Environmental Protection Agency to review and research methods of disposal and storage of polychlorinated biphenyls.","McCloskey, Frank [Rep.-D-IN-8] (Introduced 04/20/1993)",4/20/1993,"House - Energy and Commerce, Science, Space and Technology",Referred to the Subcommittee on Transportation and Hazardous Materials.,4/30/1993,0,,,,,
H.R. 1720,https://www.congress.gov/bill/103rd-congress/house-bill/1720,103rd Congress (1993-1994),"To amend the Federal Water Pollution Control Act to provide special funding to States for implementation of national estuary conservation and management plans, and for other purposes.","Lowey, Nita M. [Rep.-D-NY-18] (Introduced 04/19/1993)",4/19/1993,"House - Merchant Marine and Fisheries, Public Works and Transportation",Referred to the Subcommittee on Water Resources and Environment.,5/3/1993,70,,,,,
H.R. 1627,https://www.congress.gov/bill/103rd-congress/house-bill/1627,103rd Congress (1993-1994),"To amend the Federal Insecticide, Fungicide, and Rodenticide Act and the Federal Food, Drug, and Cosmetic Act, and for other purposes.","Lehman, Richard H. [Rep.-D-CA-19] (Introduced 04/01/1993)",4/1/1993,"House - Agriculture, Energy and Commerce",Forwarded by Subcommittee to Full Committee (Amended) by Voice Vote.,7/27/1994,225,,,,,
H.R. 1589,https://www.congress.gov/bill/103rd-congress/house-bill/1589,103rd Congress (1993-1994),"To amend the Clean Air Act to authorize the Administrator of the Environmental Protection Agency to grant a waiver of the oxygenated fuels requirement, and for other purposes.","Young, Don [Rep.-R-AK-At Large] (Introduced 04/01/1993)",4/1/1993,House - Energy and Commerce,Referred to the Subcommittee on Health and the Environment.,5/12/1993,0,,,,,
H.R. 1581,https://www.congress.gov/bill/103rd-congress/house-bill/1581,103rd Congress (1993-1994),To amend the Federal Water Pollution Control Act to provide for the modification of permitting requirements for discharges composed entirely of stormwater.,"Gallegly, Elton [Rep.-R-CA-23] (Introduced 04/01/1993)",4/1/1993,House - Public Works and Transportation,Referred to the Subcommittee on Water Resources and Environment.,4/15/1993,0,,,,,
H.R. 1569,https://www.congress.gov/bill/103rd-congress/house-bill/1569,103rd Congress (1993-1994),To authorize States to regulate certain solid waste.,"Gillmor, Paul E. [Rep.-R-OH-5] (Introduced 03/31/1993)",3/31/1993,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,4/26/1993,3,,,,,
H.R. 1566,https://www.congress.gov/bill/103rd-congress/house-bill/1566,103rd Congress (1993-1994),"To amend the wetland conservation provisions of the Food Security Act of 1985, establish a Gulf of Mexico Commission, and establish a Gulf of Mexico Program Office within the Environmental Protection Agency, and for other purposes.","de la Garza, E. [Rep.-D-TX-15] (Introduced 03/31/1993)",3/31/1993,"House - Agriculture, Merchant Marine and Fisheries",Executive Comment Requested from USDA.,9/30/1993,8,,,,,
H.R. 1564,https://www.congress.gov/bill/103rd-congress/house-bill/1564,103rd Congress (1993-1994),To save Florida Bay.,"Shaw, E. Clay, Jr. [Rep.-R-FL-22] (Introduced 03/31/1993)",3/31/1993,"House - Public Works and Transportation, Natural Resources, Merchant Marine and Fisheries",Referred to the Subcommittee on Water Resources and Environment.,6/1/1993,22,,,,,
H.R. 1544,https://www.congress.gov/bill/103rd-congress/house-bill/1544,103rd Congress (1993-1994),"To amend the Federal Water Pollution Control Act to reauthorize the State water pollution control revolving loan program, to provide assistance to economically distressed rural communities in the construction of wastewater treatment works and public water systems, and for other purposes.","Rahall, Nick J., II [Rep.-D-WV-3] (Introduced 03/30/1993)",3/30/1993,House - Public Works and Transportation,See H.R.3948.,3/3/1994,31,,,,,
H.R. 1490,https://www.congress.gov/bill/103rd-congress/house-bill/1490,103rd Congress (1993-1994),"To reauthorize and amend the Endangered Species Act of 1973 to improve and protect the integrity of its programs for the conservation of threatened and endangered species, to ensure balanced consideration of all impacts of decisions implementing the Act, to provide for equitable treatment of non-Federal persons and Federal agencies under the Act, to encourage non-Federal persons to contribute voluntarily to species conservation, and for other purposes.","Tauzin, W. J. (Billy) [Rep.-D-LA-3] (Introduced 03/25/1993)",3/25/1993,House - Merchant Marine and Fisheries,Executive Comment Requested from Interior.,4/14/1993,110,,,,,
H.R. 1469,https://www.congress.gov/bill/103rd-congress/house-bill/1469,103rd Congress (1993-1994),To authorize the Secretary of the Interior to use the facilities of the Golden Gate National Recreation Area to develop and implement a program to use drought resistant species of plants in the landscaping of public lands.,"Pelosi, Nancy [Rep.-D-CA-8] (Introduced 03/24/1993)",3/24/1993,House - Natural Resources,"Referred to the Subcommittee on National Parks, Forests and Public Lands.",4/13/1993,1,,,,,
H.R. 1441,https://www.congress.gov/bill/103rd-congress/house-bill/1441,103rd Congress (1993-1994),"To authorize the Secretary of the Interior to enter into a cooperative agreement with the William O. Douglas Outdoor Classroom, and for other purposes.","Berman, Howard L. [Rep.-D-CA-26] (Introduced 03/24/1993)",3/24/1993,House - Natural Resources,For Further Action See H.R.1584.,7/29/1993,0,,,,,
H.R. 1419,https://www.congress.gov/bill/103rd-congress/house-bill/1419,103rd Congress (1993-1994),"To authorize research and evaluation programs for monitoring, detecting, and abating lead based paint and other lead exposure hazards in housing, and for other purposes.","Morella, Constance A. [Rep.-R-MD-8] (Introduced 03/18/1993)",3/18/1993,"House - Energy and Commerce, Science, Space and Technology",Provisions of Measure Incorporated into H.R.1994.,11/20/1994,37,,,,,
H.R. 1414,https://www.congress.gov/bill/103rd-congress/house-bill/1414,103rd Congress (1993-1994),"To amend the Endangered Species Act of 1973 to provide for making determinations of whether a species is an endangered species or a threatened species other than solely on the basis of the best scientific and commercial data available, and for other purposes.","Hansen, James V. [Rep.-R-UT-1] (Introduced 03/18/1993)",3/18/1993,"House - Judiciary, Merchant Marine and Fisheries",Executive Comment Requested from Interior.,3/31/1993,22,,,,,
H.R. 1394,https://www.congress.gov/bill/103rd-congress/house-bill/1394,103rd Congress (1993-1994),National Oceanic and Atmospheric Administration Great Lakes Improvements Act,"Stupak, Bart [Rep.-D-MI-1] (Introduced 03/17/1993)",3/17/1993,"House - Merchant Marine and Fisheries | Senate - Commerce, Science, and Transportation",Received in the Senate and read twice and referred to the Committee on Commerce.,3/23/1994,9,,,,,
